Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
really small circle symbol copy and paste,90,90,320,23,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0,201000000,"100, 0, 0, 0, 0, 0",2026-04-19,"Video, Image, Related searches, AI overview",informational,Organic
straight line copy paste vertical,26,26,50,23,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,28100000,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 100",2026-04-23,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
triangle in text,37,37,320,23,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0,93,"54, 44, 36, 100, 44, 29, 54, 19, 44, 36, 29, 19",2026-05-22,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
triangle emoji copy and paste,49,49,70,23,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0.33,137,"14, 14, 14, 14, 14, 14, 18, 18, 10, 14, 18, 14",2026-06-08,"Video, People also ask, Related searches",informational,Organic
apostrophes copy and paste,79,79,50,23,0.00,https://www.symbolscopyandpaste.com/punctuation-symbols.html,0,0,0.00,0.33,266000,"11, 82, 11, 100, 11, 82, 11, 11, 11, 11, 11, 11",2026-04-19,"Video, Related searches",commercial,Organic
vertical line copy,36,36,50,23,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,101,"11, 11, 11, 11, 11, 11, 11, 11, 64, 100, 64, 11",2026-04-18,"Image pack, Video, Image, Related searches",informational,Organic
copy and paste fraction symbols,58,58,70,23,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,128,"18, 18, 18, 18, 18, 100, 100, 100, 18, 100, 100, 100",2026-06-09,"Image pack, Video, People also ask, Related searches",informational,Organic
copy and paste fraction symbols,61,61,70,23,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,128,"18, 18, 18, 18, 18, 100, 100, 100, 18, 100, 100, 100",2026-06-09,"Image pack, Video, People also ask, Related searches",informational,Organic
line in text,79,79,140,23,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,9060000000,"66, 66, 66, 66, 66, 80, 80, 66, 80, 66, 66, 100",2026-04-22,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
fraction symbols copy paste,50,50,70,24,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,108,"18, 18, 18, 18, 18, 100, 100, 100, 18, 63, 100, 100",2026-06-10,"Video, People also ask, Related searches",informational,Organic
copy and paste fraction,56,56,50,24,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,125,"65, 0, 0, 0, 65, 9, 0, 0, 81, 0, 0, 0",2026-06-06,"Video, People also ask, Related searches",informational,Organic
copy and paste line symbols,37,37,260,24,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,134,"81, 65, 53, 81, 81, 65, 65, 65, 100, 81, 53, 100",2026-06-08,Related searches,informational,Organic
line symbol copy and paste,29,29,390,24,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,188000000,"66, 54, 54, 81, 66, 66, 66, 100, 66, 66, 81, 81",2026-04-23,"Video, Image, People also ask, Related searches",informational,Organic
fractions symbols copy and paste,45,45,70,24,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,98,"23, 0, 0, 42, 100, 33, 19, 0, 0, 66, 80, 33",2026-05-17,"Video, People also ask",informational,Organic
line copy,15,15,110,24,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,97,"34, 28, 28, 34, 34, 28, 34, 28, 15, 34, 43, 28",2026-05-22,"People also ask, Related searches",informational,Organic
copy paste square,49,49,90,24,0.00,https://www.symbolscopyandpaste.com/square-rectangle-symbols.html,0,0,0.00,0.33,113,"2, 14, 14, 14, 11, 11, 3, 4, 5, 4, 14, 21",2026-05-28,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
line simbol,32,32,70,24,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,1860000000,"0, 0, 0, 0, 0, 0, 66, 0, 0, 81, 0, 0",2026-05-02,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
square copy and paste symbol,66,0,170,24,0.00,https://www.symbolscopyandpaste.com/square-rectangle-symbols.html,0,0,0.00,0.33,139,"23, 15, 12, 12, 15, 19, 29, 29, 36, 29, 29, 44",2026-06-11,"Image pack, Video, People also ask, Related searches",informational,Organic
fraction symbols copy and paste,71,71,40,25,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,2270000,"0, 0, 100, 52, 11, 11, 11, 11, 11, 11, 11, 11",2026-04-29,"Video, Image, People also ask, Related searches",informational,Organic
copy and paste circle symbols,50,50,90,25,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0,64000000,"42, 52, 23, 23, 80, 52, 42, 33, 42, 66, 33, 33",2026-04-29,"Image pack, Image, People also ask, Related searches",informational,Organic
triangle sign keyboard,43,43,110,25,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0.33,108,"34, 53, 42, 42, 26, 53, 65, 15, 26, 42, 26, 34",2026-06-09,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
copy paste triangle,78,78,40,25,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0,55700000,"50, 35, 0, 0, 35, 0, 50, 28, 100, 0, 0, 7",2026-04-28,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
line for text,37,37,110,25,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,105,"43, 53, 10, 43, 12, 35, 53, 17, 17, 17, 12, 17",2026-05-29,"Image pack, Video, People also ask, Related searches",informational,Organic
asian symbols copy paste,19,19,140,25,0.00,https://www.symbolscopyandpaste.com/chinese-symbols.html,0,0,0.00,0.33,80,"29, 12, 19, 9, 15, 12, 15, 15, 19, 23, 23, 36",2026-05-28,"Video, Related searches",informational,Organic
triangle text symbol,35,35,260,25,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0,98,"21, 17, 39, 11, 9, 21, 32, 14, 39, 59, 39, 26",2026-05-13,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
fractions copy and paste,44,44,90,25,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,78,"8, 23, 11, 6, 8, 1, 23, 35, 6, 5, 54, 15",2026-05-15,"Image pack, Video, People also ask, Related searches",informational,Organic
fractions copy and paste,47,47,90,25,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,78,"8, 23, 11, 6, 8, 1, 23, 35, 6, 5, 54, 15",2026-05-15,"Image pack, Video, People also ask, Related searches",informational,Organic
line text symbol,29,29,210,25,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,97,"66, 53, 43, 66, 66, 66, 53, 53, 53, 53, 43, 66",2026-05-30,"Image pack, Video, People also ask, Related searches",informational,Organic
copy and paste circle,59,59,140,26,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0,442000000,"42, 53, 53, 53, 42, 34, 42, 53, 65, 53, 53, 65",2026-05-11,"Video, Image, People also ask, Related searches",informational,Organic
vertical line copy paste,51,51,260,26,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,89,"5, 5, 5, 10, 5, 5, 4, 5, 7, 7, 5, 5",2026-04-24,"Video, Image, People also ask, Related searches",informational,Organic
circle symbol copy and paste,48,48,210,26,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0,122,"65, 65, 65, 100, 100, 80, 80, 80, 80, 65, 80, 53",2026-05-18,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
line copy paste,35,35,2900,26,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,2,15.38,0.00,0.33,98,"65, 65, 65, 54, 81, 36, 54, 54, 65, 81, 54, 100",2026-06-06,"Video, People also ask, Related searches",informational,Organic
line letter,57,57,140,26,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.01,107,"52, 66, 52, 52, 66, 100, 66, 66, 52, 66, 52, 66",2026-06-05,"Image pack, Video, People also ask",informational,Organic
copy and paste triangle symbols,42,42,110,26,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0.33,117,"100, 100, 52, 33, 33, 52, 80, 23, 33, 33, 23, 33",2026-05-30,"Video, People also ask, Related searches",informational,Organic
text triangle,85,85,50,26,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0,817000000,"64, 0, 52, 0, 29, 0, 64, 11, 64, 5, 0, 82",2026-05-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
text triangle,90,90,50,26,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0,817000000,"64, 0, 52, 0, 29, 0, 64, 11, 64, 5, 0, 82",2026-05-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
triangle letter,62,62,170,26,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0.33,131,"28, 18, 18, 23, 18, 23, 81, 35, 28, 28, 23, 23",2026-06-10,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
circle text copy paste,47,47,90,26,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0.33,403000000,"2, 2, 2, 2, 2, 2, 2, 100, 2, 2, 2, 2",2026-05-06,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lines copy and paste,19,19,1300,27,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,3,23.07,0.00,0.33,97,"27, 44, 44, 44, 27, 36, 27, 27, 44, 36, 44, 44",2026-05-28,Related searches,informational,Organic
1/3 symbol,63,63,1600,27,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,100,"7, 7, 5, 0, 65, 43, 54, 100, 100, 8, 8, 3",2026-05-26,"Video, People also ask, Related searches, AI overview",informational,Organic
1 1/2 symbol,82,82,140,27,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,633000000,"66, 66, 42, 33, 52, 66, 52, 80, 80, 100, 80, 100",2026-06-02,"Video, People also ask, Related searches, AI overview",informational,Organic
copy and paste fractions,52,52,390,27,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,89,"15, 36, 36, 54, 44, 9, 15, 36, 81, 81, 100, 81",2026-05-16,"Video, People also ask, Related searches",informational,Organic
copy paste line,35,35,590,27,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,100,"30, 3, 45, 81, 81, 30, 36, 24, 45, 8, 30, 13",2026-06-08,"People also ask, Related searches",informational,Organic
triangle copy,40,40,90,27,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0.33,92,"17, 17, 28, 28, 5, 5, 5, 43, 28, 23, 23, 23",2026-05-28,"Video, People also ask, Related searches",informational,Organic
straight line text,42,42,170,28,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,104,"65, 42, 65, 100, 65, 65, 80, 53, 53, 65, 34, 65",2026-06-10,"Video, People also ask, Related searches, AI overview",informational,Organic
line symbols,88,88,880,28,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,348000000,"34, 24, 30, 44, 24, 24, 44, 24, 24, 24, 24, 24",2026-05-04,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
line symbol,45,45,2400,29,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,102,"43, 65, 54, 43, 81, 54, 54, 54, 36, 54, 54, 43",2026-06-06,"Image pack, Video, People also ask, Related searches",informational,Organic
lines and symbols,42,42,480,29,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,103,"20, 16, 3, 20, 8, 13, 3, 8, 8, 4, 7, 8",2026-05-30,"Image pack, Video, People also ask, Related searches",informational,Organic
discrete math symbols copy and paste,30,30,40,29,0.00,https://www.symbolscopyandpaste.com/maths-symbols.html,0,0,0.00,0.33,60000,"12, 28, 5, 5, 5, 5, 5, 5, 43, 5, 5, 5",2026-05-12,"Video, Image, Related searches, Questions and answers, AI overview",informational,Organic
lines in text,50,50,50,29,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,114,"77, 100, 77, 77, 33, 22, 44, 55, 44, 77, 77, 77",2026-06-06,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
circle symbol copy paste,42,42,320,29,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0,100,"82, 66, 82, 100, 53, 66, 82, 66, 100, 82, 82, 66",2026-05-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
fractions to copy and paste,53,53,260,30,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,6340000,"10, 13, 3, 13, 8, 13, 13, 5, 5, 20, 100, 24",2026-05-09,"Video, People also ask, Related searches",informational,Organic
triangle for text,44,44,170,30,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0.33,95,"53, 53, 35, 35, 35, 35, 43, 28, 23, 17, 12, 100",2026-05-30,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
circle to copy and paste,40,40,480,30,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0,125,"32, 72, 32, 100, 59, 48, 39, 21, 39, 32, 39, 48",2026-05-27,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
arrows copy and paste symbols,38,38,140,30,0.00,https://www.symbolscopyandpaste.com/arrows-symbols.html,0,0,0.00,0,133,"43, 0, 35, 0, 35, 2, 35, 53, 23, 100, 35, 53",2026-05-02,"Image, People also ask, Related searches",commercial,Organic
arrows copy and paste symbols,45,45,140,30,0.00,https://www.symbolscopyandpaste.com/arrows-symbols.html,0,0,0.00,0,133,"43, 0, 35, 0, 35, 2, 35, 53, 23, 100, 35, 53",2026-05-02,"Image, People also ask, Related searches",commercial,Organic
fraction copy and paste,52,52,1000,30,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,87,"62, 62, 62, 81, 45, 36, 45, 81, 100, 62, 62, 62",2026-05-28,"Video, People also ask, Related searches",informational,Organic
symbol line,34,34,260,30,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,102,"54, 67, 54, 44, 23, 0, 0, 54, 29, 0, 0, 67",2026-04-27,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
symbol line,82,82,260,30,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,102,"54, 67, 54, 44, 23, 0, 0, 54, 29, 0, 0, 67",2026-04-27,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
trade mark logo copy,75,75,110,31,4.73,https://www.symbolscopyandpaste.com/copyright-trademark-law-office-symbols.html,0,0,0.00,0.33,129,"7, 53, 5, 100, 2, 10, 5, 12, 10, 35, 12, 66",2026-06-03,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
vertical line copy and paste,34,34,590,31,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,115,"5, 48, 72, 59, 59, 59, 48, 48, 72, 88, 59, 59",2026-04-20,"Video, Image, Related searches",informational,Organic
triangle text icon,49,49,140,31,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0,89,"43, 65, 65, 34, 65, 53, 34, 34, 81, 43, 21, 28",2026-04-27,"Video, People also ask, Related searches, AI overview",informational,Organic
fraction symbols,65,65,390,31,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,124,"29, 54, 54, 29, 100, 100, 81, 66, 54, 54, 29, 23",2026-06-07,"Image pack, Video, People also ask, Related searches",informational,Organic
quote marks copy and paste,52,52,720,31,0.00,https://www.symbolscopyandpaste.com/punctuation-symbols.html,0,0,0.00,0,78,"72, 72, 72, 100, 72, 59, 59, 48, 100, 72, 72, 72",2026-05-05,"Image pack, Image, People also ask, Related searches",informational,Organic
japanese copy and paste symbols,65,65,390,31,0.00,https://www.symbolscopyandpaste.com/japanese-symbols.html,0,0,0.00,0.33,155,"54, 54, 44, 54, 66, 36, 44, 54, 66, 66, 54, 54",2026-06-04,"Video, People also ask, Related searches",commercial,Organic
line text,26,26,590,32,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,107,"100, 36, 45, 55, 67, 45, 45, 36, 30, 36, 45, 30",2026-05-25,"Video, People also ask, Related searches",informational,Organic
lines symbols,48,48,90,32,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,101,"0, 0, 66, 0, 0, 0, 0, 0, 0, 44, 35, 35",2026-06-09,"Image pack, Video, Related searches",informational,Organic
1 2 copy and paste,32,32,90,32,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,491000000,"14, 28, 7, 100, 100, 100, 78, 78, 100, 35, 35, 35",2026-05-13,"Video, People also ask, Related searches",informational,Organic
tm sign copy and paste,67,67,260,33,5.30,https://www.symbolscopyandpaste.com/copyright-trademark-law-office-symbols.html,0,0,0.00,0,48600000,"24, 16, 55, 8, 30, 13, 24, 0, 10, 5, 24, 10",2026-05-13,"Video, Image, People also ask, Related searches",informational,Organic
symbol for latin,71,71,210,33,0.00,https://www.symbolscopyandpaste.com/latin-symbols.html,0,0,0.00,0.33,133,"11, 17, 21, 14, 32, 11, 21, 11, 17, 17, 14, 72",2026-06-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
fraction copy paste,97,97,720,33,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,20000000,"67, 55, 55, 67, 67, 36, 36, 55, 100, 67, 55, 67",2026-05-06,"Video, People also ask, Related searches",informational,Organic
symbols line,41,41,50,33,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,104,"23, 0, 0, 0, 0, 19, 0, 0, 19, 36, 0, 0",2026-06-02,"Image pack, Video, People also ask, Related searches",informational,Organic
quotation copy and paste,96,96,70,33,0.00,https://www.symbolscopyandpaste.com/punctuation-symbols.html,0,0,0.00,0,28300000,"18, 0, 0, 0, 28, 23, 44, 23, 18, 1, 0, 0",2026-04-29,"Image, People also ask, Related searches",informational,Organic
circle copy and paste,40,40,1300,34,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0,97,"100, 62, 81, 81, 55, 62, 62, 62, 81, 81, 62, 62",2026-05-25,"Image pack, Video, People also ask, Related searches",informational,Organic
circle copy paste,39,39,480,34,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0.33,98,"36, 45, 24, 30, 36, 36, 55, 36, 45, 36, 36, 36",2026-05-28,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
1/2 fraction copy paste,82,82,50,34,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,919000,"18, 100, 100, 0, 0, 0, 0, 0, 0, 100, 100, 81",2026-05-07,"Video, People also ask, Related searches, AI overview",informational,Organic
latin symbol,97,97,390,34,0.00,https://www.symbolscopyandpaste.com/latin-symbols.html,0,0,0.00,0,368000000,"12, 23, 29, 23, 29, 67, 36, 54, 44, 44, 100, 54",2026-05-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
fractions symbols,64,64,70,34,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.01,123,"100, 43, 23, 0, 0, 0, 12, 10, 0, 0, 2, 5",2026-05-26,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
fractions symbols,69,69,70,34,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.01,123,"100, 43, 23, 0, 0, 0, 12, 10, 0, 0, 2, 5",2026-05-26,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
fractional symbol,98,98,260,34,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.01,131000000,"10, 13, 20, 10, 20, 16, 6, 13, 100, 13, 6, 6",2026-05-08,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
1 2 fraction copy paste,38,38,70,35,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,99,"14, 78, 100, 78, 78, 14, 50, 50, 64, 0, 0, 0",2026-05-27,"Video, People also ask, Related searches, AI overview",informational,Organic
tm copier,65,65,320,35,0.00,https://www.symbolscopyandpaste.com/copyright-trademark-law-office-symbols.html,0,0,0.00,0.33,184,"19, 0, 0, 19, 0, 54, 0, 66, 81, 81, 66, 100",2026-06-01,"Video, People also ask, Related searches",informational,Organic
straight line in text,63,63,140,35,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0,1190000000,"42, 42, 42, 52, 66, 52, 100, 80, 66, 80, 80, 52",2026-04-20,"Video, Image, Related searches, AI overview",informational,Organic
copy paste circle,44,44,720,35,0.00,https://www.symbolscopyandpaste.com/circle-symbols.html,0,0,0.00,0,199000000,"67, 45, 67, 67, 45, 55, 45, 13, 55, 100, 76, 45",2026-05-06,"Image, People also ask, Related searches",informational,Organic
quotation mark copy and paste,52,52,260,35,0.00,https://www.symbolscopyandpaste.com/punctuation-symbols.html,0,0,0.00,0,3790000,"36, 44, 66, 66, 44, 0, 36, 12, 66, 29, 23, 19",2026-05-08,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
line vertical symbol,38,38,320,36,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,105,"3, 5, 4, 2, 24, 3, 2, 3, 3, 44, 8, 10",2026-05-29,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
line vertical symbol,39,39,320,36,0.00,https://www.symbolscopyandpaste.com/line-symbols.html,0,0,0.00,0.33,105,"3, 5, 4, 2, 24, 3, 2, 3, 3, 44, 8, 10",2026-05-29,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
fraction symbol copy and paste,77,77,90,36,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,3940000,"7, 19, 15, 12, 12, 3, 3, 15, 29, 4, 5, 4",2026-04-21,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
fraction symbol copy and paste,85,85,90,36,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,3940000,"7, 19, 15, 12, 12, 3, 3, 15, 29, 4, 5, 4",2026-04-21,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
1/2 symbol copy paste,27,27,590,36,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,6410000,"3, 2, 3, 2, 4, 100, 2, 3, 2, 3, 2, 2",2026-05-24,"Video, People also ask, Related searches, AI overview",informational,Organic
1/2 symbol copy paste,51,51,590,36,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,6410000,"3, 2, 3, 2, 4, 100, 2, 3, 2, 3, 2, 2",2026-05-24,"Video, People also ask, Related searches, AI overview",informational,Organic
quotation marks copy paste,53,53,1900,36,0.00,https://www.symbolscopyandpaste.com/punctuation-symbols.html,0,0,0.00,0,4120000,"34, 44, 65, 65, 65, 55, 65, 65, 82, 82, 65, 55",2026-04-24,"Image pack, Sitelinks, Image, People also ask, Related searches, AI overview",informational,Organic
copy paste fractions,53,53,390,37,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0,94,"14, 100, 9, 14, 39, 59, 32, 39, 14, 88, 11, 11",2026-05-24,"Video, People also ask, Related searches",informational,Organic
arrow text symbol copy and paste,38,38,90,38,0.00,https://www.symbolscopyandpaste.com/arrows-symbols.html,0,0,0.00,0,22000000,"50, 35, 35, 50, 78, 35, 35, 100, 78, 78, 78, 64",2026-04-26,"Video, Image, People also ask, Related searches",informational,Organic
arrow text copy and paste,37,37,110,38,0.00,https://www.symbolscopyandpaste.com/arrows-symbols.html,0,0,0.00,0,78000000,"52, 64, 52, 41, 64, 52, 52, 82, 82, 82, 100, 82",2026-04-26,"Video, Image, People also ask, Related searches","commercial, informational",Organic
astrological symbols copy and paste,64,64,70,38,0.00,https://www.symbolscopyandpaste.com/astrological-zodiac-symbols.html,0,0,0.00,0,181000,"11, 11, 11, 8, 11, 15, 15, 11, 8, 11, 8, 11",2026-05-02,"Image pack, Sitelinks, Image, Related searches",informational,Organic
beta copy and paste,37,37,170,39,0.00,https://www.symbolscopyandpaste.com/greek-symbols.html,0,0,0.00,0,125000000,"21, 65, 43, 65, 34, 28, 21, 21, 43, 100, 100, 81",2026-04-26,"Video, People also ask, Related searches, AI overview",informational,Organic
trademark tm copy and paste,76,76,1300,39,2.62,https://www.symbolscopyandpaste.com/copyright-trademark-law-office-symbols.html,0,0,0.00,0,669000,"0, 1, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0",2026-05-12,"Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
triangle characters,53,53,110,40,0.00,https://www.symbolscopyandpaste.com/triangle-symbols.html,0,0,0.00,0,98,"26, 19, 15, 34, 19, 26, 53, 53, 65, 65, 42, 65",2026-05-23,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
arrows symbols copy and paste,46,46,70,40,0.00,https://www.symbolscopyandpaste.com/arrows-symbols.html,0,0,0.00,0,5490000,"11, 1, 1, 0, 0, 0, 0, 0, 0, 81, 66, 0",2026-04-26,"Image, People also ask, Related searches",commercial,Organic
quote symbol copy paste,45,45,40,42,0.00,https://www.symbolscopyandpaste.com/punctuation-symbols.html,0,0,0.00,0.33,15300000,"0, 11, 0, 11, 0, 0, 0, 11, 11, 100, 0, 100",2026-04-30,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
1 2 symbol,50,50,1000,42,0.00,https://www.symbolscopyandpaste.com/fraction-symbols.html,0,0,0.00,0.33,98,"5, 66, 79, 79, 100, 100, 41, 36, 30, 10, 0, 0",2026-05-29,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
arrow coppy and paste,50,50,140,43,0.00,https://www.symbolscopyandpaste.com/arrows-symbols.html,0,0,0.00,0,133000000,"0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-04-30,"Video, Image, People also ask, Related searches",informational,Organic
arrows copy paste symbols,40,40,1900,43,0.00,https://www.symbolscopyandpaste.com/arrows-symbols.html,0,0,0.00,0.33,101,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0",2026-05-28,"Video, People also ask, Related searches",informational,Organic
arrows copy paste symbols,41,41,1900,43,0.00,https://www.symbolscopyandpaste.com/arrows-symbols.html,0,0,0.00,0.33,101,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0",2026-05-28,"Video, People also ask, Related searches",informational,Organic
star letter,58,58,590,43,0.00,https://www.symbolscopyandpaste.com/stars-symbols.html,0,0,0.00,0.01,1070000000,"66, 54, 81, 54, 66, 81, 81, 66, 100, 81, 100, 81",2026-04-23,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
