Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
nooooooo emoji,14,14,110,9,0.00,https://emojidb.org/noooo-emojis,0,0,0.00,0,3390000,"42, 34, 42, 65, 53, 26, 42, 53, 34, 100, 26, 19",2026-05-09,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
nooooooo emoji,63,63,110,9,0.00,https://emojidb.org/oh-no-emojis,0,0,0.00,0,3390000,"42, 34, 42, 65, 53, 26, 42, 53, 34, 100, 26, 19",2026-05-09,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
nooooooo emoji,71,71,110,9,0.00,https://emojidb.org/noooooooooooooooooooooooooo-emojis,0,0,0.00,0,3390000,"42, 34, 42, 65, 53, 26, 42, 53, 34, 100, 26, 19",2026-05-09,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
kaomoji for bio,16,16,50,9,0.00,https://emojidb.org/aesthetic-bio-kaomoji-emojis,0,0,0.00,0.33,1360000,"23, 23, 23, 11, 41, 82, 41, 11, 41, 11, 100, 11",2026-04-21,"Video, Image, Related searches",navigational,Organic
kaomoji for bio,27,27,50,9,0.00,https://emojidb.org/kaomoji-emojis,0,0,0.00,0.33,1360000,"23, 23, 23, 11, 41, 82, 41, 11, 41, 11, 100, 11",2026-04-21,"Video, Image, Related searches",navigational,Organic
kaomoji for bio,42,42,50,9,0.00,https://emojidb.org/kaomoji-bio-emojis,0,0,0.00,0.33,1360000,"23, 23, 23, 11, 41, 82, 41, 11, 41, 11, 100, 11",2026-04-21,"Video, Image, Related searches",navigational,Organic
kaomoji for bio,68,68,50,9,0.00,https://emojidb.org/bio-template-kaomoji-emojis,0,0,0.00,0.33,1360000,"23, 23, 23, 11, 41, 82, 41, 11, 41, 11, 100, 11",2026-04-21,"Video, Image, Related searches",navigational,Organic
kaomoji for bio,69,69,50,9,0.00,https://emojidb.org/bio-template-kaomoji-emojis,0,0,0.00,0.33,1360000,"23, 23, 23, 11, 41, 82, 41, 11, 41, 11, 100, 11",2026-04-21,"Video, Image, Related searches",navigational,Organic
kaomoji for bio,86,86,50,9,0.00,https://emojidb.org/kaomoji-bios-emojis,0,0,0.00,0.33,1360000,"23, 23, 23, 11, 41, 82, 41, 11, 41, 11, 100, 11",2026-04-21,"Video, Image, Related searches",navigational,Organic
números bonitos para copiar,6,6,70,9,0.00,https://emojidb.org/n%C3%BAmeros-aesthetic-emojis,2,0,0.00,0,6350000,"63, 63, 27, 81, 100, 100, 81, 45, 63, 36, 45, 36",2026-05-11,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
números bonitos para copiar,38,38,70,9,0.00,https://emojidb.org/numeros-lindos-emojis,0,0,0.00,0,6350000,"63, 63, 27, 81, 100, 100, 81, 45, 63, 36, 45, 36",2026-05-11,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
strong kaomoji,2,2,110,9,0.00,https://emojidb.org/strong-kaomoji-emojis,14,0,0.00,0,86,"82, 64, 64, 64, 64, 64, 82, 64, 64, 52, 64, 82",2026-05-22,"Sitelinks, Related searches",navigational,Organic
strong kaomoji,12,12,110,9,0.00,https://emojidb.org/strong-emojis,0,0,0.00,0,86,"82, 64, 64, 64, 64, 64, 82, 64, 64, 52, 64, 82",2026-05-22,"Sitelinks, Related searches",navigational,Organic
strong kaomoji,44,44,110,9,0.00,https://emojidb.org/gross-kaomoji-emojis,0,0,0.00,0,86,"82, 64, 64, 64, 64, 64, 82, 64, 64, 52, 64, 82",2026-05-22,"Sitelinks, Related searches",navigational,Organic
strong kaomoji,50,50,110,9,0.00,https://emojidb.org/strength-kaomoji-emojis,0,0,0.00,0,86,"82, 64, 64, 64, 64, 64, 82, 64, 64, 52, 64, 82",2026-05-22,"Sitelinks, Related searches",navigational,Organic
strong kaomoji,57,57,110,9,0.00,https://emojidb.org/kaomoji-emojis,0,0,0.00,0,86,"82, 64, 64, 64, 64, 64, 82, 64, 64, 52, 64, 82",2026-05-22,"Sitelinks, Related searches",navigational,Organic
strong kaomoji,65,65,110,9,0.00,https://emojidb.org/gross-kaomoji-emojis,0,0,0.00,0,86,"82, 64, 64, 64, 64, 64, 82, 64, 64, 52, 64, 82",2026-05-22,"Sitelinks, Related searches",navigational,Organic
chat elephant,59,59,110,9,0.00,https://emojidb.org/elephant-emojis,0,0,0.00,0,41700000,"8, 11, 5, 81, 15, 11, 6, 8, 18, 28, 28, 23",2026-04-30,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
jordan in different fonts,44,44,50,9,0.00,https://emojidb.org/air-jordan-emojis,0,0,0.00,0.33,11000000,"11, 11, 11, 11, 11, 11, 64, 64, 11, 11, 64, 11",2026-05-07,"Image pack, Video, Image, Related searches",informational,Organic
jordan in different fonts,48,48,50,9,0.00,https://emojidb.org/jordan-emojis,0,0,0.00,0.33,11000000,"11, 11, 11, 11, 11, 11, 64, 64, 11, 11, 64, 11",2026-05-07,"Image pack, Video, Image, Related searches",informational,Organic
cursive e copy paste,44,44,110,9,0.00,https://emojidb.org/cursive-emojis,0,0,0.00,0.01,9840000,"53, 42, 65, 53, 42, 42, 42, 34, 42, 34, 26, 19",2026-04-25,"Video, Related searches",informational,Organic
dog grooming captions,48,48,50,9,0.02,https://emojidb.org/dog-grooming-emojis,0,0,0.00,0.2,4760000,"64, 50, 50, 50, 50, 28, 50, 21, 21, 14, 14, 14",2026-05-14,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
true religion symbol text,3,3,50,9,0.00,https://emojidb.org/true-religion-emojis,4,0,0.00,0.33,87,"10, 5, 7, 5, 7, 2, 2, 2, 2, 2, 12, 15",2026-05-24,"Image pack, Video, Related searches",informational,Organic
true religion symbol text,4,4,50,9,0.00,https://emojidb.org/true-religion-logo-emojis,3,0,0.00,0.33,87,"10, 5, 7, 5, 7, 2, 2, 2, 2, 2, 12, 15",2026-05-24,"Image pack, Video, Related searches",informational,Organic
true religion symbol text,17,17,50,9,0.00,https://emojidb.org/true-religion-symbol-emojis,0,0,0.00,0.33,87,"10, 5, 7, 5, 7, 2, 2, 2, 2, 2, 12, 15",2026-05-24,"Image pack, Video, Related searches",informational,Organic
true religion symbol text,32,32,50,9,0.00,https://emojidb.org/true-religion-symbol-emojis,0,0,0.00,0.33,87,"10, 5, 7, 5, 7, 2, 2, 2, 2, 2, 12, 15",2026-05-24,"Image pack, Video, Related searches",informational,Organic
true religion symbol text,46,46,50,9,0.00,https://emojidb.org/true-religion-icon-emojis,0,0,0.00,0.33,87,"10, 5, 7, 5, 7, 2, 2, 2, 2, 2, 12, 15",2026-05-24,"Image pack, Video, Related searches",informational,Organic
true religion symbol text,52,52,50,9,0.00,https://emojidb.org/true-religion-sign-emojis,0,0,0.00,0.33,87,"10, 5, 7, 5, 7, 2, 2, 2, 2, 2, 12, 15",2026-05-24,"Image pack, Video, Related searches",informational,Organic
true religion symbol text,56,56,50,9,0.00,https://emojidb.org/true-emojis,0,0,0.00,0.33,87,"10, 5, 7, 5, 7, 2, 2, 2, 2, 2, 12, 15",2026-05-24,"Image pack, Video, Related searches",informational,Organic
true religion symbol text,59,59,50,9,0.00,https://emojidb.org/religion-emojis,0,0,0.00,0.33,87,"10, 5, 7, 5, 7, 2, 2, 2, 2, 2, 12, 15",2026-05-24,"Image pack, Video, Related searches",informational,Organic
smile simile,61,61,50,9,0.00,https://emojidb.org/simile-emojis,0,0,0.00,0.33,124,"35, 35, 21, 0, 50, 50, 64, 28, 28, 35, 50, 35",2026-06-01,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
dead kaomoji,15,15,50,9,0.00,https://emojidb.org/dead-kaomoji-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,25,25,50,9,0.00,https://emojidb.org/death-kaomoji-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,47,47,50,9,0.00,https://emojidb.org/kaomoji-death-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,52,52,50,9,0.00,https://emojidb.org/dying-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,53,53,50,9,0.00,https://emojidb.org/death-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,54,54,50,9,0.00,https://emojidb.org/japanese-death-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,55,55,50,9,0.00,https://emojidb.org/dead-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,56,56,50,9,0.00,https://emojidb.org/kaomoji-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,57,57,50,9,0.00,https://emojidb.org/dying-kaomoji-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
dead kaomoji,58,58,50,9,0.00,https://emojidb.org/suicide-kaomoji-emojis,0,0,0.00,0.33,84,"1, 0, 1, 0, 0, 8, 8, 1, 8, 1, 1, 10",2026-04-18,Related searches,navigational,Organic
separators copy and paste,39,39,70,9,0.00,https://emojidb.org/dividers-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,44,44,70,9,0.00,https://emojidb.org/line-divider-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,53,53,70,9,0.00,https://emojidb.org/text-divider-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,56,56,70,9,0.00,https://emojidb.org/line-dividers-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,59,59,70,9,0.00,https://emojidb.org/page-divider-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,61,61,70,9,0.00,https://emojidb.org/page-divider-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,64,64,70,9,0.00,https://emojidb.org/separators-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,67,67,70,9,0.00,https://emojidb.org/divider-symbols-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,70,70,70,9,0.00,https://emojidb.org/short-divider-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
separators copy and paste,73,73,70,9,0.00,https://emojidb.org/separators-emojis,0,0,0.00,0.33,105,"42, 65, 7, 42, 7, 42, 7, 7, 34, 26, 34, 42",2026-06-01,"People also ask, Related searches",informational,Organic
brown locs copy and paste,6,6,210,9,0.00,https://emojidb.org/locs-emojis,7,0,0.00,0,2490000,"100, 0, 0, 0, 0, 0, 0, 0, 0",2026-05-05,"Image pack, Sitelinks, Video, Related searches","informational, transactional",Organic
brown locs copy and paste,9,9,210,9,0.00,https://emojidb.org/brown-emojis,4,0,0.00,0,2490000,"100, 0, 0, 0, 0, 0, 0, 0, 0",2026-05-05,"Image pack, Sitelinks, Video, Related searches","informational, transactional",Organic
brown locs copy and paste,11,11,210,9,0.00,https://emojidb.org/brown-emojis,1,0,0.00,0,2490000,"100, 0, 0, 0, 0, 0, 0, 0, 0",2026-05-05,"Image pack, Sitelinks, Video, Related searches","informational, transactional",Organic
brown locs copy and paste,25,25,210,9,0.00,https://emojidb.org/dreadlocks-emojis,0,0,0.00,0,2490000,"100, 0, 0, 0, 0, 0, 0, 0, 0",2026-05-05,"Image pack, Sitelinks, Video, Related searches","informational, transactional",Organic
emoji my little pony,1,1,90,9,0.00,https://emojidb.org/my-little-pony-emojis,22,0,0.00,0.33,191,"22, 22, 22, 22, 4, 14, 14, 14, 10, 18, 14, 18",2026-06-04,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
emoji my little pony,54,54,90,9,0.00,https://emojidb.org/mlp-emojis,0,0,0.00,0.33,191,"22, 22, 22, 22, 4, 14, 14, 14, 10, 18, 14, 18",2026-06-04,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
emoji my little pony,69,69,90,9,0.00,https://emojidb.org/my-little-ponyname-emojis,0,0,0.00,0.33,191,"22, 22, 22, 22, 4, 14, 14, 14, 10, 18, 14, 18",2026-06-04,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
but spread emoji,2,2,50,9,0.00,https://emojidb.org/butt-emojis,6,0,0.00,0,100,"77, 77, 100, 100, 100, 77, 77, 77, 0, 0, 0, 0",2026-05-06,"Video, Image, Related searches","informational, transactional",Organic
but spread emoji,6,6,50,9,0.00,https://emojidb.org/spread-ass-emojis,1,0,0.00,0,100,"77, 77, 100, 100, 100, 77, 77, 77, 0, 0, 0, 0",2026-05-06,"Video, Image, Related searches","informational, transactional",Organic
but spread emoji,15,15,50,9,0.00,https://emojidb.org/butt-spread-emojis,0,0,0.00,0,100,"77, 77, 100, 100, 100, 77, 77, 77, 0, 0, 0, 0",2026-05-06,"Video, Image, Related searches","informational, transactional",Organic
but spread emoji,37,37,50,9,0.00,https://emojidb.org/butt-spread-emojis,0,0,0.00,0,100,"77, 77, 100, 100, 100, 77, 77, 77, 0, 0, 0, 0",2026-05-06,"Video, Image, Related searches","informational, transactional",Organic
but spread emoji,54,54,50,9,0.00,https://emojidb.org/open-ass-emojis,0,0,0.00,0,100,"77, 77, 100, 100, 100, 77, 77, 77, 0, 0, 0, 0",2026-05-06,"Video, Image, Related searches","informational, transactional",Organic
but spread emoji,61,61,50,9,0.00,https://emojidb.org/spread-butt-emojis,0,0,0.00,0,100,"77, 77, 100, 100, 100, 77, 77, 77, 0, 0, 0, 0",2026-05-06,"Video, Image, Related searches","informational, transactional",Organic
but spread emoji,78,78,50,9,0.00,https://emojidb.org/spread-butt-cheeks-emojis,0,0,0.00,0,100,"77, 77, 100, 100, 100, 77, 77, 77, 0, 0, 0, 0",2026-05-06,"Video, Image, Related searches","informational, transactional",Organic
but spread emoji,85,85,50,9,0.00,https://emojidb.org/spread-cheeks-emojis,0,0,0.00,0,100,"77, 77, 100, 100, 100, 77, 77, 77, 0, 0, 0, 0",2026-05-06,"Video, Image, Related searches","informational, transactional",Organic
u 1f40c,8,8,90,9,0.00,https://emojidb.org/u+1f40c-emojis,1,0,0.00,0.33,106,"0, 0, 0, 0, 15, 100, 53, 81, 12, 21, 12, 6",2026-06-05,"Image pack, People also ask, Related searches, AI overview",informational,Organic
u 1f40c,49,49,90,9,0.00,https://emojidb.org/snail-emojis,0,0,0.00,0.33,106,"0, 0, 0, 0, 15, 100, 53, 81, 12, 21, 12, 6",2026-06-05,"Image pack, People also ask, Related searches, AI overview",informational,Organic
vault emoji,1,1,140,9,0.00,https://emojidb.org/vault-emojis,34,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,15,15,140,9,0.00,https://emojidb.org/bank-vault-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,29,29,140,9,0.00,https://emojidb.org/safe-vault-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,64,64,140,9,0.00,https://emojidb.org/huge-vault-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,70,70,140,9,0.00,https://emojidb.org/key-vault-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,75,75,140,9,0.00,https://emojidb.org/vault-door-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,80,80,140,9,0.00,https://emojidb.org/vault-lock-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,82,82,140,9,0.00,https://emojidb.org/ffxiv-the-vault-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,84,84,140,9,0.00,https://emojidb.org/vault-boy-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,91,91,140,9,0.00,https://emojidb.org/vault-door-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
vault emoji,95,95,140,9,0.00,https://emojidb.org/vault-lock-emojis,0,0,0.00,0.33,107,"100, 82, 82, 82, 100, 82, 100, 82, 82, 64, 82, 82",2026-06-04,"Image pack, People also ask, Related searches",informational,Organic
name templates copy and paste,2,2,140,9,0.00,https://emojidb.org/name-template-emojis,18,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,13,13,140,9,0.00,https://emojidb.org/template-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,30,30,140,9,0.00,https://emojidb.org/name-templates-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,44,44,140,9,0.00,https://emojidb.org/username-template-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,52,52,140,9,0.00,https://emojidb.org/cutecore-name-template-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,59,59,140,9,0.00,https://emojidb.org/text-template-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,66,66,140,9,0.00,https://emojidb.org/twitter-display-name-symbols-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,70,70,140,9,0.00,https://emojidb.org/display-names-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,72,72,140,9,0.00,https://emojidb.org/name-design-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,75,75,140,9,0.00,https://emojidb.org/stylish-name-symbols-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,77,77,140,9,0.00,https://emojidb.org/name-frame-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,78,78,140,9,0.00,https://emojidb.org/display-names-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,81,81,140,9,0.00,https://emojidb.org/nameplate-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,83,83,140,9,0.00,https://emojidb.org/name-layouts-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,85,85,140,9,0.00,https://emojidb.org/name-frame-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name templates copy and paste,86,86,140,9,0.00,https://emojidb.org/name-design-emojis,0,0,0.00,0,97,"43, 29, 6, 6, 100, 54, 10, 43, 43, 0, 35, 2",2026-05-18,Related searches,"informational, transactional",Organic
name of a ships steering wheel,50,50,210,9,0.00,https://emojidb.org/ship-steering-wheel-emojis,0,0,0.00,0,129,"19, 12, 12, 54, 36, 100, 10, 7, 19, 19, 7, 7",2026-05-23,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
queen emoji copy and paste,3,3,110,9,0.00,https://emojidb.org/queen-emojis,9,0,0.00,0,6240000,"42, 34, 34, 34, 42, 42, 42, 42, 53, 42, 42, 42",2026-04-22,"Image pack, Image, Related searches",informational,Organic
queen emoji copy and paste,21,21,110,9,0.00,https://emojidb.org/drama-queen-emojis,0,0,0.00,0,6240000,"42, 34, 34, 34, 42, 42, 42, 42, 53, 42, 42, 42",2026-04-22,"Image pack, Image, Related searches",informational,Organic
queen emoji copy and paste,36,36,110,9,0.00,https://emojidb.org/my-queen-emojis,0,0,0.00,0,6240000,"42, 34, 34, 34, 42, 42, 42, 42, 53, 42, 42, 42",2026-04-22,"Image pack, Image, Related searches",informational,Organic
queen emoji copy and paste,86,86,110,9,0.00,https://emojidb.org/queen-crown-emojis,0,0,0.00,0,6240000,"42, 34, 34, 34, 42, 42, 42, 42, 53, 42, 42, 42",2026-04-22,"Image pack, Image, Related searches",informational,Organic
blue archive emoticons,10,10,40,9,0.00,https://emojidb.org/blue-archive-emojis,0,0,0.00,0.33,699000,"63, 63, 18, 63, 18, 100, 18, 18, 18, 18, 0, 18",2026-05-07,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
blue archive emoticons,56,56,40,9,0.00,https://emojidb.org/azusa-blue-archive-emojis,0,0,0.00,0.33,699000,"63, 63, 18, 63, 18, 100, 18, 18, 18, 18, 0, 18",2026-05-07,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
teal discord icon,25,25,170,9,0.00,https://emojidb.org/teal-emojis,0,0,0.00,0,77,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0",2026-05-05,"Image pack, Related searches",informational,Organic
spreadsheet pixel art emojis,34,34,50,9,0.00,https://emojidb.org/excel-emojis,0,0,0.00,0,45200,"4, 0, 0, 0, 0, 9, 9, 9, 80, 100, 33, 42",2026-04-18,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
spreadsheet pixel art emojis,49,49,50,9,0.00,https://emojidb.org/spreadsheet-emojis,0,0,0.00,0,45200,"4, 0, 0, 0, 0, 9, 9, 9, 80, 100, 33, 42",2026-04-18,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
kumo symbol,11,11,110,9,0.00,https://emojidb.org/kumo-emojis,0,0,0.00,0,221000,"7, 7, 42, 42, 42, 42, 34, 26, 42, 53, 65, 100",2026-05-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
kaomoji shy,3,3,110,9,0.00,https://emojidb.org/shy-kaomoji-emojis,9,0,0.00,0,134000,"52, 42, 52, 42, 42, 42, 66, 42, 42, 52, 66, 66",2026-05-12,"Image, People also ask, Related searches",navigational,Organic
kaomoji shy,24,24,110,9,0.00,https://emojidb.org/kaomoji-shy-emojis,0,0,0.00,0,134000,"52, 42, 52, 42, 42, 42, 66, 42, 42, 52, 66, 66",2026-05-12,"Image, People also ask, Related searches",navigational,Organic
kaomoji shy,40,40,110,9,0.00,https://emojidb.org/shy-emojis,0,0,0.00,0,134000,"52, 42, 52, 42, 42, 42, 66, 42, 42, 52, 66, 66",2026-05-12,"Image, People also ask, Related searches",navigational,Organic
kaomoji shy,80,80,110,9,0.00,https://emojidb.org/kamoji-shy-emojis,0,0,0.00,0,134000,"52, 42, 52, 42, 42, 42, 66, 42, 42, 52, 66, 66",2026-05-12,"Image, People also ask, Related searches",navigational,Organic
sad kaomoji,2,2,2400,9,0.00,https://emojidb.org/sad-kaomoji-emojis,316,0.03,0.00,0.33,101,"65, 55, 82, 65, 82, 82, 82, 65, 65, 82, 100, 100",2026-06-10,"Image pack, Image, Related searches",informational,Organic
sad kaomoji,35,35,2400,9,0.00,https://emojidb.org/kaomoji-sad-emojis,1,0,0.00,0.33,101,"65, 55, 82, 65, 82, 82, 82, 65, 65, 82, 100, 100",2026-06-10,"Image pack, Image, Related searches",informational,Organic
sad kaomoji,45,45,2400,9,0.00,https://emojidb.org/sad-kaomojis-emojis,0,0,0.00,0.33,101,"65, 55, 82, 65, 82, 82, 82, 65, 65, 82, 100, 100",2026-06-10,"Image pack, Image, Related searches",informational,Organic
sad kaomoji,51,51,2400,9,0.00,https://emojidb.org/sad-kaomojis-emojis,0,0,0.00,0.33,101,"65, 55, 82, 65, 82, 82, 82, 65, 65, 82, 100, 100",2026-06-10,"Image pack, Image, Related searches",informational,Organic
sad kaomoji,59,59,2400,9,0.00,https://emojidb.org/kaoji-sad-emojis,0,0,0.00,0.33,101,"65, 55, 82, 65, 82, 82, 82, 65, 65, 82, 100, 100",2026-06-10,"Image pack, Image, Related searches",informational,Organic
sad kaomoji,62,62,2400,9,0.00,https://emojidb.org/kaimoji-sad-emojis,0,0,0.00,0.33,101,"65, 55, 82, 65, 82, 82, 82, 65, 65, 82, 100, 100",2026-06-10,"Image pack, Image, Related searches",informational,Organic
sad kaomoji,66,66,2400,9,0.00,https://emojidb.org/sad-kaomoj8-emojis,0,0,0.00,0.33,101,"65, 55, 82, 65, 82, 82, 82, 65, 65, 82, 100, 100",2026-06-10,"Image pack, Image, Related searches",informational,Organic
