Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
meme symbol,42,42,90,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,109,"34, 42, 26, 26, 34, 26, 53, 42, 42, 42, 42, 42",2026-06-06,"Image pack, Video, People also ask, Related searches",informational,Organic
meme symbol,50,50,90,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,109,"34, 42, 26, 26, 34, 26, 53, 42, 42, 42, 42, 42",2026-06-06,"Image pack, Video, People also ask, Related searches",informational,Organic
musical note text,1,1,210,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,52,0.06,0.00,0.02,118,"81, 81, 65, 65, 53, 65, 81, 65, 65, 65, 65, 65",2026-05-24,"Sitelinks, Video, People also ask, Related searches",informational,Organic
cute music notes,36,36,320,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.21,189,"43, 35, 43, 54, 66, 43, 54, 81, 100, 81, 81, 66",2026-05-25,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
x alt code,70,70,210,32,0.00,https://coolsymbol.com/check-mark-symbols-tick-symbols.html,0,0,0.00,0.33,111,"65, 53, 80, 100, 65, 65, 80, 53, 80, 80, 65, 100",2026-06-01,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
text into emoji,76,76,70,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,98,"0, 0, 7, 2, 4, 13, 0, 0, 0, 0, 0, 0",2026-06-07,"Video, People also ask, AI overview",informational,Organic
text-decoration,39,39,2400,32,2.63,https://coolsymbol.com/text-decorator.html,0,0,0.00,0.33,133,"54, 43, 8, 36, 36, 100, 19, 54, 19, 24, 19, 43",2026-06-08,"Video, Related searches, Short videos",informational,Organic
text-decoration,54,54,2400,32,2.63,https://coolsymbol.com/text-decorator.html,0,0,0.00,0.33,133,"54, 43, 8, 36, 36, 100, 19, 54, 19, 24, 19, 43",2026-06-08,"Video, Related searches, Short videos",informational,Organic
text-decoration,90,90,2400,32,2.63,https://coolsymbol.com/,0,0,0.00,0.33,133,"54, 43, 8, 36, 36, 100, 19, 54, 19, 24, 19, 43",2026-06-08,"Video, Related searches, Short videos",informational,Organic
pretty arrow,67,67,140,32,0.00,https://coolsymbol.com/arrow-symbols-arrow-signs.html,0,0,0.00,0,172000000,"33, 42, 52, 80, 100, 52, 42, 66, 66, 66, 66, 52",2026-04-28,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",informational,Organic
filled in circle symbol,29,29,170,32,0.00,https://coolsymbol.com/circle-symbols.html,0,0,0.00,0.33,142,"65, 53, 43, 43, 43, 81, 81, 34, 43, 53, 43, 65",2026-06-06,"Video, People also ask, Related searches, AI overview",informational,Organic
diffrent number,82,82,320,32,1.37,https://coolsymbol.com/number-symbols.html,0,0,0.00,0.03,129,"66, 66, 44, 44, 54, 81, 66, 66, 81, 100, 100, 0",2026-06-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
symbol that looks like an a,40,40,70,32,0.00,https://coolsymbol.com/,0,0,0.00,0,456000000,"33, 33, 23, 33, 33, 33, 33, 33, 33, 52, 42, 33",2026-04-20,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
up arrow copy,19,19,140,32,0.00,https://coolsymbol.com/arrow-symbols-arrow-signs.html,0,0,0.00,0,105,"6, 100, 53, 53, 6, 6, 6, 6, 100, 43, 34, 65",2026-05-14,"Video, People also ask, Related searches",informational,Organic
up arrow copy,37,37,140,32,0.00,https://coolsymbol.com/arrow-symbols-arrow-signs.html,0,0,0.00,0,105,"6, 100, 53, 53, 6, 6, 6, 6, 100, 43, 34, 65",2026-05-14,"Video, People also ask, Related searches",informational,Organic
music symblo,12,12,50,32,1.62,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.5,809000000,"23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 100",2026-04-18,"Image pack, Video, Image, Video Carousel, Related searches, Short videos",informational,Organic
music symblo,17,17,50,32,1.62,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.5,809000000,"23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 100",2026-04-18,"Image pack, Video, Image, Video Carousel, Related searches, Short videos",informational,Organic
how to make symbols on the keyboard,64,64,590,32,0.00,https://coolsymbol.com/,0,0,0.00,0,135,"72, 88, 100, 59, 72, 39, 59, 59, 59, 59, 48, 59",2026-05-23,"Image pack, Sitelinks, Video, Featured snippet, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
pics using keyboard characters,60,60,50,32,0.00,https://coolsymbol.com/text-art-pictures-images-ascii-characters-symbols.html,0,0,0.00,0,86000000,"35, 50, 21, 35, 50, 35, 28, 0, 50, 50, 50, 50",2026-04-22,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
symbols of musical notes,13,13,70,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.5,122,"0, 3, 0, 1, 2, 2, 2, 0, 4, 2, 2, 3",2026-06-07,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
music notes with names,65,65,110,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.68,181,"3, 3, 3, 4, 4, 2, 0, 2, 5, 8, 0, 2",2026-05-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
music notes with names,66,66,110,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.68,181,"3, 3, 3, 4, 4, 2, 0, 2, 5, 8, 0, 2",2026-05-25,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
copy and paste fonts hearts,22,22,40,32,0.00,https://coolsymbol.com/heart-symbols-love-symbols.html,0,0,0.00,0,131,"28, 28, 28, 28, 0, 42, 71, 42, 57, 71, 100, 100",2026-04-28,"Video, Image, Related searches",informational,Organic
emoji for music,41,41,320,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.33,128,"100, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-06,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
fantasy text,31,31,140,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0,115,"42, 65, 65, 53, 53, 53, 53, 65, 65, 53, 53, 53",2026-05-14,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
arrow pointing down copy and paste,46,46,480,32,0.00,https://coolsymbol.com/arrow-symbols-arrow-signs.html,0,0,0.00,0,122,"66, 81, 81, 100, 100, 100, 100, 81, 100, 100, 100, 100",2026-05-03,"Video, People also ask, Related searches",informational,Organic
numbers in different fonts,40,40,1300,32,0.46,https://coolsymbol.com/number-symbols.html,0,0,0.00,0.22,99200000,"16, 27, 27, 52, 36, 20, 24, 27, 44, 52, 52, 44",2026-04-21,"Image pack, Video, Image, Related searches",informational,Organic
weird letter keyboard,8,8,40,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,153,"81, 63, 45, 45, 18, 18, 18, 18, 18, 18, 18, 18",2026-05-16,"Sitelinks, Video, People also ask, Related searches",informational,Organic
weird letter keyboard,73,73,40,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0.33,153,"81, 63, 45, 45, 18, 18, 18, 18, 18, 18, 18, 18",2026-05-16,"Sitelinks, Video, People also ask, Related searches",informational,Organic
1/2 copy paste,4,4,1300,32,0.00,https://coolsymbol.com/fraction-symbols.html,57,0.07,0.00,0.33,75900000,"4, 5, 7, 100, 7, 54, 5, 3, 5, 36, 3, 4",2026-05-31,"Video, People also ask, Related searches",informational,Organic
special characters japanese,63,63,70,32,0.00,https://coolsymbol.com/japanese-characters-language-symbols.html,0,0,0.00,0,123,"63, 63, 81, 45, 63, 63, 63, 63, 63, 63, 45, 45",2026-05-22,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
cute symbols heart,17,17,260,32,0.00,https://coolsymbol.com/heart-symbols-love-symbols.html,0,0,0.00,0,48300000,"100, 34, 81, 53, 65, 43, 100, 81, 81, 81, 81, 81",2026-05-02,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
note emoticon,21,21,260,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.33,110,"66, 44, 35, 81, 23, 23, 66, 8, 35, 81, 23, 28",2026-06-07,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
how to make a tick symbol,48,48,90,32,0.00,https://coolsymbol.com/check-mark-symbols-tick-symbols.html,0,0,0.00,0,105,"50, 50, 21, 64, 100, 78, 64, 64, 64, 100, 78, 64",2026-05-22,"Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
examples of music notes,61,61,70,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.4,122,"100, 100, 18, 63, 45, 81, 63, 63, 63, 81, 81, 63",2026-06-06,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
how to put tick mark in word,63,63,90,32,0.00,https://coolsymbol.com/check-mark-symbols-tick-symbols.html,0,0,0.00,0.33,98,"78, 78, 50, 50, 64, 100, 64, 64, 64, 78, 50, 50",2026-06-04,"Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
free fonts and symbols,4,4,90,32,0.00,https://coolsymbol.com/,5,0,0.00,0.01,114,"100, 100, 100, 63, 81, 63, 63, 63, 63, 81, 63, 100",2026-06-01,"Video, People also ask, Related searches",informational,Organic
free fonts and symbols,75,75,90,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0.01,114,"100, 100, 100, 63, 81, 63, 63, 63, 63, 81, 63, 100",2026-06-01,"Video, People also ask, Related searches",informational,Organic
free fonts and symbols,89,89,90,32,0.00,https://coolsymbol.com/text-decorator.html,0,0,0.00,0.01,114,"100, 100, 100, 63, 81, 63, 63, 63, 63, 81, 63, 100",2026-06-01,"Video, People also ask, Related searches",informational,Organic
free fonts and symbols,92,92,90,32,0.00,https://coolsymbol.com/text-decorator.html,0,0,0.00,0.01,114,"100, 100, 100, 63, 81, 63, 63, 63, 63, 81, 63, 100",2026-06-01,"Video, People also ask, Related searches",informational,Organic
bold copy and paste fonts,84,84,140,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0,26100000,"28, 0, 18, 15, 54, 44, 15, 11, 28, 28, 15, 15",2026-05-01,"Video, Related searches",informational,Organic
ps font generator,54,54,50,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0,27800000,"45, 45, 18, 18, 18, 63, 36, 63, 63, 63, 63, 63",2026-05-14,"Video, People also ask, Related searches",informational,Organic
song notes symbols,6,6,210,32,0.96,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,5,0,4.00,0.77,128,"0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 13, 0",2026-05-25,"Image pack, Sitelinks, Video, People also ask, Related searches, Short videos",informational,Organic
font changer small letters,69,69,40,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0.33,29800000,"28, 14, 14, 64, 14, 14, 14, 14, 100, 14, 14, 14",2026-05-08,"Video, Related searches",informational,Organic
what does a music note look like,74,74,40,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.68,195,"9, 19, 9, 19, 0, 66, 14, 33, 19, 19, 23, 23",2026-05-14,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
triangle symbol for change,61,61,40,32,0.00,https://coolsymbol.com/triangle-symbols.html,0,0,0.00,0,117,"14, 28, 7, 7, 0, 0, 21, 35, 35, 28, 35, 100",2026-04-30,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
triangle symbol for change,84,84,40,32,0.00,https://coolsymbol.com/triangle-symbols.html,0,0,0.00,0,117,"14, 28, 7, 7, 0, 0, 21, 35, 35, 28, 35, 100",2026-04-30,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
font emoji,23,23,880,32,0.00,https://coolsymbol.com/,1,0,0.00,0.33,131,"31, 52, 68, 84, 7, 68, 0, 0, 46, 52, 52, 37",2026-05-29,"Video, People also ask, Related searches",informational,Organic
line text,23,23,590,32,0.00,https://coolsymbol.com/line-symbols.html,0,0,0.00,0,107,"100, 36, 45, 55, 67, 45, 45, 36, 30, 36, 45, 30",2026-05-25,"Video, People also ask, Related searches",informational,Organic
twittersymbols,1,1,50,32,0.00,https://coolsymbol.com/,12,0.01,0.00,0,103,"0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-05-23,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
green check emoji copy paste,55,55,50,32,0.00,https://coolsymbol.com/check-mark-symbols-tick-symbols.html,0,0,0.00,0.33,10500000,"6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 100, 53",2026-05-09,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
discord fonts symbols,13,13,90,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,104,"42, 7, 80, 11, 65, 11, 42, 7, 7, 65, 0, 80",2026-06-05,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
copy that emoji,58,58,50,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,122,"9, 9, 9, 80, 52, 9, 9, 52, 9, 9, 9, 9",2026-05-17,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
facebook font style,71,71,260,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0,1930000000,"66, 35, 43, 53, 100, 43, 100, 66, 66, 100, 82, 66",2026-04-19,"Video, Image, Related searches",informational,Organic
cool text graphic generator,54,54,50,32,1.99,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0.03,132,"17, 29, 0, 82, 17, 11, 17, 64, 11, 17, 64, 23",2026-06-05,"Video, Image, People also ask, Related searches",informational,Organic
bar symbols,86,86,40,32,0.00,https://coolsymbol.com/line-symbols.html,0,0,0.00,0.01,282000000,"0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 100",2026-04-27,"Image pack, Image, People also ask, Related searches, AI overview",informational,Organic
cool text photos,20,20,70,32,0.00,https://coolsymbol.com/text-art-pictures-images-ascii-characters-symbols.html,0,0,0.00,0.33,125,"41, 41, 82, 52, 52, 64, 29, 23, 23, 23, 17, 29",2026-05-30,"Image pack, Video, Related searches",informational,Organic
round symbol,35,35,590,32,0.00,https://coolsymbol.com/circle-symbols.html,0,0,0.00,0.33,129,"67, 55, 30, 30, 55, 76, 76, 67, 36, 36, 45, 20",2026-06-07,"Video, People also ask, Related searches, AI overview",informational,Organic
cool number 1,7,7,70,32,0.00,https://coolsymbol.com/number-symbols.html,1,0,0.00,0,140,"0, 0, 0, 0, 4, 0, 0, 0, 25, 8, 0, 7",2026-05-20,"Image pack, Video, People also ask, Related searches",informational,Organic
cool number 1,33,33,70,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0,140,"0, 0, 0, 0, 4, 0, 0, 0, 25, 8, 0, 7",2026-05-20,"Image pack, Video, People also ask, Related searches",informational,Organic
number sign no,29,29,110,32,0.00,https://coolsymbol.com/number-symbols.html,0,0,0.00,0.33,198,"42, 100, 66, 52, 42, 42, 66, 42, 100, 33, 23, 52",2026-06-06,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
song notes clip art,19,19,320,32,0.28,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.94,147000000,"0, 100, 35, 81, 11, 0, 66, 54, 81, 44, 44, 81",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
symbol for custom,16,16,140,32,0.00,https://coolsymbol.com/,0,0,0.00,0.01,112,"23, 3, 3, 3, 3, 100, 28, 11, 23, 11, 18, 54",2026-05-23,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
checkbox with text,36,36,260,32,0.00,https://coolsymbol.com/check-mark-symbols-tick-symbols.html,0,0,0.00,0.33,126,"15, 29, 23, 23, 15, 29, 44, 2, 15, 66, 66, 100",2026-05-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
font for music notes,3,3,260,32,1.57,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,16,0.02,25.00,0.01,123,"0, 0, 81, 19, 81, 0, 81, 0, 81, 0, 100, 0",2026-06-06,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
musical notes symbols and beats,63,63,140,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.61,150,"23, 19, 15, 12, 12, 19, 23, 12, 15, 36, 29, 23",2026-06-02,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
heart fonts,29,0,6600,32,0.94,https://coolsymbol.com/heart-symbols-love-symbols.html,4,0,3.00,0.01,136,"29, 36, 19, 24, 24, 24, 19, 24, 29, 36, 100, 36",2026-06-11,"Sitelinks, Video, Video Carousel, Related searches, Things to know",commercial,Organic
heart fonts,38,0,6600,32,0.94,https://coolsymbol.com/heart-symbols-love-symbols.html,1,0,0.00,0.01,136,"29, 36, 19, 24, 24, 24, 19, 24, 29, 36, 100, 36",2026-06-11,"Sitelinks, Video, Video Carousel, Related searches, Things to know",commercial,Organic
cute fonts hearts,17,17,90,32,0.00,https://coolsymbol.com/heart-symbols-love-symbols.html,0,0,0.00,0,128,"19, 12, 6, 6, 23, 9, 12, 15, 12, 15, 12, 15",2026-05-15,"Image pack, Sitelinks, Video, Related searches",informational,Organic
clipart music symbols,48,48,260,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.38,12200000,"28, 28, 35, 35, 66, 28, 35, 81, 66, 66, 54, 54",2026-05-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
vertical bar symbol,64,64,2400,32,0.00,https://coolsymbol.com/line-symbols.html,0,0,0.00,0.33,120,"82, 82, 55, 82, 82, 100, 100, 65, 65, 82, 65, 100",2026-06-09,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
weird text symbols,4,4,210,32,0.00,https://coolsymbol.com/,13,0.01,0.00,0,95,"66, 66, 66, 53, 82, 43, 43, 53, 53, 35, 43, 53",2026-05-01,"Video, Image, Related searches",informational,Organic
text symbols definitions,80,80,390,32,0.00,https://coolsymbol.com/,0,0,0.00,0,113,"13, 24, 45, 45, 67, 20, 5, 13, 36, 36, 2, 10",2026-05-24,"Video, People also ask, Related searches, AI overview",informational,Organic
lines symbols,21,21,90,32,0.00,https://coolsymbol.com/line-symbols.html,0,0,0.00,0.33,101,"0, 0, 66, 0, 0, 0, 0, 0, 0, 44, 35, 35",2026-06-09,"Image pack, Video, Related searches",informational,Organic
how to add tick symbol in word,88,88,170,32,0.00,https://coolsymbol.com/,0,0,0.00,0,20100000,"81, 22, 8, 22, 43, 66, 35, 22, 43, 43, 10, 14",2026-05-10,"Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
profile font,77,77,140,32,0.00,https://coolsymbol.com/cool-fancy-text-generator.html,0,0,0.00,0.33,131,"52, 100, 33, 23, 52, 42, 52, 66, 100, 52, 52, 100",2026-06-01,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
profile font,92,92,140,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,131,"52, 100, 33, 23, 52, 42, 52, 66, 100, 52, 52, 100",2026-06-01,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
1 2 copy and paste,4,4,90,32,0.00,https://coolsymbol.com/fraction-symbols.html,3,0,0.00,0,491000000,"14, 28, 7, 100, 100, 100, 78, 78, 100, 35, 35, 35",2026-05-13,"Video, People also ask, Related searches",informational,Organic
different notes in music,57,57,590,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.59,111,"100, 100, 59, 21, 72, 88, 59, 32, 48, 59, 100, 59",2026-06-09,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
symbols with a,50,50,70,32,0.00,https://coolsymbol.com/,0,0,0.00,0,115,"0, 0, 0, 0, 7, 4, 19, 2, 7, 5, 2, 36",2026-05-16,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic
how to type check mark on mac,67,67,140,32,0.00,https://coolsymbol.com/check-mark-symbols-tick-symbols.html,0,0,0.00,0.33,139,"34, 80, 65, 19, 65, 42, 80, 65, 42, 65, 65, 53",2026-06-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
music notew,62,62,70,32,0.71,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.23,133,"23, 8, 11, 66, 8, 3, 1, 0, 3, 6, 5, 0",2026-05-25,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
heart shape symbol facebook,68,68,40,32,0.00,https://coolsymbol.com/heart-symbols-love-symbols.html,0,0,0.00,0.33,112,"42, 23, 14, 4, 23, 23, 23, 9, 9, 9, 9, 9",2026-05-13,"People also ask, Related searches",informational,Organic
write symbol,16,16,390,32,0.00,https://coolsymbol.com/,1,0,0.00,0.01,105,"68, 8, 11, 3, 11, 25, 100, 8, 5, 8, 7, 13",2026-06-02,"Image pack, Video, People also ask",informational,Organic
music notr,33,33,70,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0,2850000000,"0, 11, 0, 0, 6, 0, 0, 0, 11, 100, 0, 0",2026-05-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
music notes character,1,1,90,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,22,0.02,0.00,0.01,131,"3, 80, 0, 3, 42, 0, 100, 26, 100, 65, 0, 0",2026-06-04,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
arrow logos,35,35,260,32,1.02,https://coolsymbol.com/arrow-symbols-arrow-signs.html,0,0,0.00,0.33,130,"20, 16, 20, 16, 0, 24, 30, 30, 20, 0, 16, 30",2026-06-02,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
music symbol keyboard,9,9,110,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,1,0,0.00,0.01,90300000,"34, 28, 28, 21, 34, 28, 34, 43, 34, 43, 43, 28",2026-04-25,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
star generator,63,63,390,32,0.00,https://coolsymbol.com/star-symbols-star-signs.html,0,0,0.00,0.01,179,"66, 81, 66, 81, 81, 54, 66, 66, 66, 81, 54, 66",2026-06-10,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
mysic notes,63,63,720,32,0.84,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.53,133,"45, 45, 45, 45, 45, 36, 30, 55, 55, 55, 36, 45",2026-05-22,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
filled circle,53,0,90,32,0.00,https://coolsymbol.com/circle-symbols.html,0,0,0.00,0.01,103,"26, 34, 15, 42, 34, 42, 34, 19, 19, 26, 34, 42",2026-06-11,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
symbols in latin,41,41,480,32,0.00,https://coolsymbol.com/latin-characters-language-symbols.html,0,0,0.00,0,106,"16, 100, 6, 45, 20, 10, 5, 55, 100, 100, 3, 5",2026-05-06,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
white heart to copy and paste,63,78,210,32,0.00,https://coolsymbol.com/heart-symbols-love-symbols.html,0,0,0.00,0.33,99,"8, 13, 62, 6, 8, 6, 10, 4, 6, 10, 5, 8",2026-06-11,"Video, People also ask, Related searches",commercial,Organic
copy and paste banners,84,84,210,32,0.00,https://coolsymbol.com/,0,0,0.00,0,14200000,"35, 66, 43, 43, 53, 35, 100, 43, 53, 43, 53, 53",2026-04-24,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
musical notations symbols,51,51,50,32,0.00,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.73,1680000,"35, 35, 14, 14, 78, 14, 35, 50, 50, 50, 14, 100",2026-04-26,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
circle keyboard,10,10,590,32,0.33,https://coolsymbol.com/circle-symbols.html,2,0,0.00,0.46,173,"45, 30, 16, 30, 45, 36, 36, 30, 36, 36, 30, 36",2026-05-30,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
symbols copy and paste discord,25,25,390,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,9490000,"67, 30, 30, 30, 30, 30, 30, 30, 30, 67, 1, 1",2026-04-27,"Video, Related searches, Discussions and forums",navigational,Organic
fonts with heart,31,31,50,32,1.30,https://coolsymbol.com/heart-symbols-love-symbols.html,0,0,0.00,0.01,49000000,"0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0",2026-05-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
left right arrows,41,41,320,32,0.00,https://coolsymbol.com/arrow-symbols-arrow-signs.html,0,0,0.00,0.01,137,"7, 5, 26, 21, 7, 14, 17, 39, 14, 88, 59, 100",2026-06-10,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
2nd copy paste,52,52,110,32,0.00,https://coolsymbol.com/,0,0,0.00,0,234000000,"64, 52, 64, 82, 82, 52, 41, 82, 82, 52, 82, 100",2026-04-30,"Sitelinks, Video, People also ask, Related searches",informational,Organic
special letter o,73,73,110,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,135,"28, 43, 21, 28, 21, 43, 21, 34, 34, 28, 28, 53",2026-06-10,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
simbolos de teclado,62,0,170,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,130,"8, 8, 13, 16, 13, 20, 30, 8, 8, 10, 13, 8",2026-06-11,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos",informational,Organic
how to type symbols on a keyboard,82,82,170,32,0.00,https://coolsymbol.com/,0,0,0.00,0.33,153,"23, 23, 23, 23, 35, 28, 23, 35, 28, 28, 18, 28",2026-06-07,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
circle font generator,18,18,260,32,0.00,https://coolsymbol.com/circle-symbols.html,0,0,0.00,0.01,558000000,"23, 100, 100, 15, 19, 15, 23, 23, 29, 36, 19, 15",2026-05-08,"Sitelinks, Video, Image, Related searches",informational,Organic
how to do arrow on keyboard,71,71,210,32,0.00,https://coolsymbol.com/arrow-symbols-arrow-signs.html,0,0,0.00,0.33,50200000,"8, 8, 8, 5, 7, 13, 16, 11, 11, 11, 11, 16",2026-06-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
musican notes,64,64,30,32,0.71,https://coolsymbol.com/musical-notes-symbols-music-symbols.html,0,0,0.00,0.23,1500000000,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-05-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,Organic
